1	2
1	3
1	4
1	7
1	9
1	10
1	11
1	12
1	13
1	14
1	18
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
2	6
2	7
2	9
2	14
2	39
2	48
2	49
2	50
2	51
2	52
2	53
2	54
2	55
3	14
3	56
4	9
4	10
4	13
4	36
4	73
5	6
5	7
5	18
5	41
5	58
5	61
5	62
5	86
5	87
5	88
5	89
5	90
5	91
5	92
5	93
5	94
5	95
6	12
6	18
6	39
6	52
6	90
6	96
6	97
6	98
6	99
6	100
6	101
7	16
7	18
7	30
7	59
7	71
7	72
7	102
7	103
7	104
7	105
7	106
7	107
7	108
7	109
7	110
7	111
7	112
7	113
7	114
7	115
7	116
7	117
7	118
8	18
8	64
8	119
8	120
9	10
9	13
9	22
9	35
9	43
9	46
9	97
9	123
9	124
9	125
10	25
10	29
10	42
10	57
10	126
11	12
11	23
11	24
11	26
11	29
11	50
11	58
11	127
11	128
11	129
11	130
11	131
11	132
11	133
11	134
12	22
12	23
12	25
12	26
12	29
12	41
12	54
12	122
12	123
12	135
12	136
12	137
12	138
12	139
12	140
12	141
12	142
12	143
12	144
12	145
12	146
12	147
12	148
13	22
13	35
13	46
13	53
13	97
13	123
13	124
13	141
13	159
14	18
14	145
14	160
15	78
16	18
16	28
16	103
16	108
16	109
16	114
16	161
16	162
16	163
16	164
16	165
16	166
16	167
17	110
17	127
17	132
17	168
17	169
17	170
17	171
17	172
17	173
17	174
17	175
18	35
18	59
18	160
22	125
22	141
22	169
22	177
22	178
22	179
22	180
22	181
22	182
23	25
23	26
23	29
23	58
23	122
23	127
23	135
23	183
23	184
23	185
24	26
24	28
24	30
24	137
24	152
24	173
24	183
24	184
24	186
24	187
24	188
24	189
24	190
25	26
25	123
25	147
26	27
26	32
26	34
26	42
26	147
26	183
26	196
26	212
26	227
26	228
26	229
26	230
26	231
27	154
28	30
28	39
28	51
28	65
28	109
28	110
28	116
28	140
28	152
28	166
28	187
28	188
28	206
28	233
28	234
28	235
28	236
28	237
29	42
29	101
29	127
29	132
29	138
29	165
29	171
29	183
29	191
29	238
29	239
30	73
30	103
30	109
30	110
30	115
30	116
30	150
30	152
30	172
30	186
30	206
30	207
30	255
30	256
30	257
31	262
32	34
32	49
32	147
32	262
33	147
33	230
33	262
33	263
33	264
33	275
34	49
34	147
34	196
34	230
34	262
34	271
35	43
35	59
35	91
35	92
35	145
35	169
35	184
35	239
35	280
35	281
36	73
36	133
36	199
36	201
36	220
36	225
36	241
36	253
36	284
36	285
37	56
37	97
37	103
37	252
37	269
37	270
37	286
37	287
38	79
38	81
38	183
38	288
38	289
38	290
38	291
39	41
39	67
39	78
39	80
39	96
39	97
39	98
39	100
39	176
39	181
39	210
39	249
39	252
39	253
39	292
39	293
39	294
39	295
39	296
39	297
39	298
40	68
40	86
40	96
40	105
40	171
41	45
41	65
41	71
41	86
41	103
41	140
41	187
41	213
41	300
41	301
41	302
42	83
42	111
42	133
42	160
42	171
42	244
42	287
42	303
42	304
43	95
43	109
43	125
43	141
43	203
43	305
45	106
45	112
45	115
45	211
45	213
45	307
45	308
46	53
46	201
46	229
47	96
47	295
48	51
48	106
48	111
48	132
48	307
48	309
49	147
49	149
49	210
49	227
49	230
49	262
49	311
49	312
50	192
50	239
50	313
50	314
50	315
50	316
50	317
51	109
51	132
51	299
51	318
51	319
51	320
52	66
52	100
52	101
52	251
52	310
52	321
52	322
52	323
53	324
55	326
56	135
56	138
56	287
56	327
