1	2
1	3
1	4
1	6
1	9
1	12
2	16
2	23
2	24
2	25
2	26
2	27
2	28
2	29
2	30
2	31
2	32
2	33
3	6
3	11
3	40
3	41
3	42
3	43
4	7
4	9
4	14
4	48
4	49
4	50
5	9
5	56
5	111
6	7
6	8
6	10
6	13
6	112
6	113
7	8
7	13
7	14
7	16
7	17
7	21
7	48
7	50
7	103
7	106
7	111
7	127
7	128
7	129
7	130
7	131
7	132
7	133
8	13
8	15
8	16
8	17
8	21
8	40
8	46
8	67
8	68
8	112
8	115
8	124
8	127
8	130
8	134
8	135
8	136
8	137
8	138
8	139
8	140
8	141
8	142
9	24
9	51
9	52
9	54
9	56
9	58
9	59
9	60
9	61
9	81
9	82
9	88
9	143
9	144
9	145
9	146
9	147
11	118
11	142
11	151
13	14
13	15
13	16
13	17
13	19
13	50
13	112
13	124
13	127
13	128
13	135
13	153
13	174
14	16
14	17
14	18
14	21
14	27
14	45
14	48
14	49
14	67
14	68
14	97
14	103
14	120
14	123
14	127
14	128
14	132
14	134
14	173
14	174
14	180
14	181
14	182
14	183
14	184
14	185
14	186
15	17
15	21
15	34
15	66
15	97
15	112
15	131
15	163
15	170
15	177
15	193
15	199
15	200
15	201
15	202
15	203
15	204
15	205
16	19
16	23
16	24
16	27
16	28
16	30
16	32
16	33
16	127
16	182
16	193
16	198
16	206
16	207
16	208
16	209
17	19
17	97
17	113
17	131
17	137
17	157
17	163
17	166
17	195
17	218
17	219
18	21
18	22
18	136
18	140
18	166
18	173
18	220
18	221
19	63
19	66
19	68
19	72
19	113
19	136
19	144
19	163
19	164
19	177
19	222
19	223
19	224
19	225
19	226
19	227
20	33
21	37
21	61
21	91
21	93
21	94
21	97
21	162
21	163
21	168
21	185
21	224
21	228
21	229
21	230
21	231
21	232
22	63
22	66
22	100
22	102
22	103
22	104
22	105
22	106
22	146
22	160
22	164
22	179
22	191
22	213
22	233
22	234
23	24
23	27
23	28
23	29
23	30
23	33
23	116
23	182
23	202
23	206
23	235
23	236
23	237
23	238
23	239
23	240
24	27
24	28
24	30
24	31
24	33
24	50
24	54
24	61
24	130
24	182
24	206
24	214
24	241
24	242
24	243
24	244
25	239
26	28
26	32
26	126
26	233
26	239
26	246
27	28
27	30
27	31
27	33
27	93
27	182
27	235
27	247
27	248
28	29
28	32
28	33
28	237
28	239
28	249
28	252
29	32
29	208
29	235
29	237
29	239
29	252
29	253
29	254
29	255
30	33
30	206
31	123
31	208
31	239
31	242
31	256
32	182
32	208
32	233
32	239
32	246
32	252
32	253
33	143
33	173
33	182
33	206
33	225
33	246
33	250
33	252
33	253
33	264
33	265
33	266
33	267
34	66
34	132
34	184
34	185
34	202
34	204
34	220
34	232
34	268
34	269
34	270
35	63
35	67
35	118
35	144
35	231
35	247
35	248
35	271
35	272
35	273
35	274
36	73
36	75
36	275
36	276
36	277
37	40
37	58
37	61
37	91
37	93
37	94
37	96
37	118
37	136
37	172
37	228
37	231
37	232
37	278
37	279
37	280
37	281
37	282
37	283
37	284
38	59
38	60
38	78
38	88
38	90
38	91
38	163
39	63
39	66
39	69
39	100
39	155
39	286
40	59
40	78
40	88
40	92
40	136
40	139
40	176
40	286
40	287
40	288
41	45
41	88
41	100
41	118
41	119
41	122
41	136
42	125
42	290
43	45
43	118
43	185
43	224
43	294
43	295
44	109
44	131
44	292
44	296
44	297
45	65
45	70
45	116
45	118
45	122
45	184
45	227
45	294
45	295
45	312
45	313
45	314
47	295
47	315
